NO,나이,이직여부,출장빈도,일급여,부서,출근거리,학력수준,전공,직원수,고유번호,환경만족도,성별,시급,직무참여도,직급,직무,직무만족도,결혼여부,월급,월급여총액,근무회사수,18세이상,초과근무여부,급여인상비율,성과평가등급,동료관계만족도,표준근무시간,주식옵션수준,근무연수,교육횟수,워라밸만족도,회사근무기간,현재역할근무기간,승진경과기간,현재관리자와근무기간,이름
1240,29,N,적음,598,연구개발,9,3,생명과학,1,1558,3,남자,91,4,1,분석가,3,결혼,2451,22376,6,Y,N,18,3,1,80,2,5,2,2,1,0,0,0,김준근
1241,33,N,적음,1242,판매,8,4,생명과학,1,1560,1,남자,46,3,2,영업사원,1,결혼,6392,10589,2,Y,N,13,3,4,80,1,8,6,1,2,2,2,2,이대완
1242,30,Y,적음,740,판매,1,3,생명과학,1,1562,2,남자,64,2,2,영업사원,1,결혼,9714,5323,1,Y,N,11,3,4,80,1,10,4,3,10,8,6,7,서지하
1243,38,N,많음,888,인적자원,10,4,인적자원,1,1563,3,남자,71,3,2,인적자원,3,결혼,6077,14814,3,Y,N,11,3,3,80,0,10,2,3,6,3,1,2,서재하
1244,35,N,적음,992,연구개발,1,3,의학,1,1564,4,남자,68,2,1,연구원,1,미혼,2450,21731,1,Y,N,19,3,2,80,0,3,3,3,3,0,1,2,김재지
1245,30,N,적음,1288,판매,29,4,기술학위,1,1568,3,남자,33,3,3,영업사원,2,결혼,9250,17799,3,Y,N,12,3,2,80,1,9,3,3,4,2,1,3,황윤우
1246,38,Y,적음,903,연구개발,2,3,의학,1,1573,3,남자,81,3,2,제조 디렉터,2,결혼,4855,7653,4,Y,N,11,3,1,80,2,7,2,3,5,2,1,4,장찬재
1247,32,N,없음,1200,연구개발,1,4,기술학위,1,1574,4,남자,62,3,2,분석가,1,결혼,4087,25174,4,Y,N,14,3,2,80,1,9,3,2,6,5,1,2,황성하
1248,34,N,적음,479,연구개발,7,4,의학,1,1577,1,남자,35,3,1,분석가,4,미혼,2972,22061,1,Y,N,13,3,3,80,0,1,4,1,1,0,0,0,여용미
1249,55,N,적음,685,판매,26,5,마케팅,1,1578,3,남자,60,2,5,매니저,4,결혼,19586,23037,1,Y,N,21,4,3,80,1,36,3,3,36,6,2,13,송미관
1250,34,N,적음,1351,연구개발,1,4,생명과학,1,1580,2,남자,45,3,2,분석가,4,결혼,5484,13008,9,Y,N,17,3,2,80,1,9,3,2,2,2,2,1,신주하
1251,38,N,적음,1245,판매,14,3,생명과학,1,1582,3,남자,80,3,2,영업사원,2,결혼,9924,12355,0,Y,N,11,3,4,80,1,10,3,3,9,8,7,7,주병하
1252,29,N,적음,1370,연구개발,3,1,의학,1,1586,2,남자,87,3,1,연구원,1,미혼,4723,16213,1,Y,Y,18,3,4,80,0,10,3,3,10,9,1,5,박미연
1253,39,N,적음,1462,판매,6,3,의학,1,1588,4,남자,38,4,3,영업사원,3,결혼,8237,4658,2,Y,N,11,3,1,80,1,11,3,3,7,6,7,6,오선우
1254,29,N,많음,995,연구개발,2,1,생명과학,1,1590,1,남자,87,3,2,의료 담당자,4,이혼,8853,24483,1,Y,N,19,3,4,80,1,6,0,4,6,4,1,3,정혀비
1255,50,N,적음,264,판매,9,3,마케팅,1,1591,3,남자,59,3,5,매니저,3,결혼,19331,19519,4,Y,Y,16,3,3,80,1,27,2,3,1,0,0,0,김예주
1256,23,N,적음,977,연구개발,10,3,기술학위,1,1592,4,남자,45,4,1,분석가,3,결혼,2073,12826,2,Y,N,16,3,4,80,1,4,2,3,2,2,2,2,장지번
1257,36,N,많음,1302,연구개발,6,4,생명과학,1,1594,1,남자,80,4,2,연구원,1,결혼,5562,19711,3,Y,Y,13,3,4,80,1,9,3,3,3,2,0,2,김동기
1258,42,N,적음,1059,연구개발,9,2,기타,1,1595,4,남자,93,2,5,매니저,4,미혼,19613,26362,8,Y,N,22,4,4,80,0,24,2,3,1,0,0,1,전준준
1259,35,N,적음,750,연구개발,28,3,생명과학,1,1596,2,남자,46,4,2,연구원,3,결혼,3407,25348,1,Y,N,17,3,4,80,2,10,3,2,10,9,6,8,신군원
1260,34,N,많음,653,연구개발,10,4,기술학위,1,1597,4,남자,92,2,2,의료 담당자,3,결혼,5063,15332,1,Y,N,14,3,2,80,1,8,3,2,8,2,7,7,최긍견
1261,43,N,적음,990,연구개발,27,3,기술학위,1,1599,4,남자,87,4,1,연구원,2,이혼,4876,5855,5,Y,N,12,3,3,80,1,8,0,3,6,4,0,2,이미래
1262,35,N,적음,1349,연구개발,7,2,생명과학,1,1601,3,남자,63,2,1,연구원,4,결혼,2690,7713,1,Y,N,18,3,4,80,1,1,5,2,1,0,0,1,김재찬
1263,46,N,적음,563,판매,1,4,생명과학,1,1602,4,남자,56,4,4,매니저,1,미혼,17567,3156,1,Y,N,15,3,2,80,0,27,5,1,26,0,0,12,장지연
1264,28,Y,적음,329,연구개발,24,3,의학,1,1604,3,남자,51,3,1,연구원,2,결혼,2408,7324,1,Y,Y,17,3,3,80,3,1,3,3,1,1,0,0,박건규
1265,50,N,많음,1234,연구개발,20,5,의학,1,1606,2,남자,41,3,4,의료 담당자,3,결혼,11245,20689,2,Y,Y,15,3,3,80,1,32,3,3,30,8,12,13,이연주
1266,30,N,적음,241,연구개발,7,3,의학,1,1609,2,남자,48,2,1,분석가,2,결혼,2141,5348,1,Y,N,12,3,2,80,1,6,3,2,6,4,1,1,유병운
1267,45,N,없음,336,판매,26,3,마케팅,1,1612,1,남자,52,2,2,영업사원,1,결혼,4385,24162,1,Y,N,15,3,1,80,1,10,2,3,10,7,4,5,손응미
1268,31,N,많음,715,판매,2,4,기타,1,1613,4,남자,54,3,2,영업사원,1,미혼,5332,21602,7,Y,N,13,3,4,80,0,10,3,3,5,2,0,3,신창지
1269,34,N,많음,426,연구개발,10,4,생명과학,1,1615,3,남자,42,4,2,제조 디렉터,4,이혼,4724,17000,1,Y,N,13,3,1,80,1,9,3,3,9,7,7,2,박원하
1270,39,N,적음,1387,연구개발,10,5,의학,1,1618,2,남자,76,3,2,제조 디렉터,1,결혼,5377,3835,2,Y,N,13,3,4,80,3,10,3,3,7,7,7,7,김성완
1271,27,N,적음,1302,연구개발,19,3,기타,1,1619,4,남자,67,2,1,연구원,1,이혼,4066,16290,1,Y,N,11,3,1,80,2,7,3,3,7,7,0,7,조병지
1272,35,N,적음,819,연구개발,18,5,생명과학,1,1621,2,남자,48,4,2,분석가,1,결혼,5208,26312,1,Y,N,11,3,4,80,0,16,2,3,16,15,1,10,강재연
1273,21,N,적음,546,연구개발,5,1,의학,1,1623,3,남자,97,3,1,분석가,4,미혼,3117,26009,1,Y,N,18,3,3,80,0,3,2,3,2,2,2,2,유예하
1274,39,N,적음,170,연구개발,3,2,의학,1,1627,3,남자,76,2,2,연구원,3,이혼,3069,10302,0,Y,N,15,3,4,80,1,11,3,3,10,8,0,7,김재연
1275,37,N,적음,671,연구개발,19,3,생명과학,1,1631,3,남자,85,3,2,제조 디렉터,3,결혼,5768,26493,3,Y,N,17,3,1,80,3,9,2,2,4,3,0,2,조재재
1276,35,Y,적음,737,판매,10,3,의학,1,1639,4,남자,55,2,3,영업사원,1,결혼,10306,21530,9,Y,N,17,3,3,80,0,15,3,3,13,12,6,0,안혀찬
1277,44,N,많음,602,인적자원,1,5,인적자원,1,1642,1,남자,37,3,2,인적자원,4,결혼,5743,10503,4,Y,Y,11,3,3,80,0,14,3,3,10,7,0,2,김영지
1278,48,N,많음,365,연구개발,4,5,의학,1,1644,3,남자,89,2,4,매니저,4,결혼,15202,5602,2,Y,N,25,4,2,80,1,23,3,3,2,2,2,2,최연하
1279,35,Y,적음,763,판매,15,2,의학,1,1645,1,남자,59,1,2,영업사원,4,이혼,5440,22098,6,Y,Y,14,3,4,80,2,7,2,2,2,2,2,2,안성하
1280,27,N,많음,591,연구개발,2,3,의학,1,1648,4,남자,87,3,1,분석가,4,미혼,2580,6297,2,Y,N,13,3,3,80,0,6,0,2,4,2,1,2,이태구
1281,40,Y,적음,1329,연구개발,7,3,생명과학,1,1649,1,남자,73,3,1,연구원,1,미혼,2166,3339,3,Y,Y,14,3,2,80,0,10,3,1,4,2,0,3,이기미
1282,29,N,적음,469,판매,10,3,의학,1,1650,3,남자,42,2,2,영업사원,3,미혼,5869,23413,9,Y,N,11,3,3,80,0,8,2,3,5,2,1,4,진정하
1283,25,N,많음,772,연구개발,2,1,생명과학,1,1653,4,남자,77,4,2,제조 디렉터,3,이혼,5206,4973,1,Y,N,17,3,3,80,2,7,6,3,7,7,0,7,김운주
1284,39,N,적음,492,연구개발,12,3,의학,1,1654,4,남자,66,3,2,제조 디렉터,2,결혼,5295,7693,4,Y,N,21,4,3,80,0,7,3,3,5,4,1,0,고주원
1285,36,N,적음,311,연구개발,7,3,생명과학,1,1659,1,남자,77,3,1,연구원,2,미혼,2013,10950,2,Y,N,11,3,3,80,0,15,4,3,4,3,1,3,이동하
1286,36,N,적음,1040,연구개발,3,2,생명과학,1,1664,4,남자,79,4,2,의료 담당자,1,이혼,6842,26308,6,Y,N,20,4,1,80,1,13,3,3,5,4,0,4,구순하
1287,43,N,적음,1291,연구개발,15,2,생명과학,1,1666,3,남자,65,2,4,연구 디렉터,3,결혼,17603,3525,1,Y,N,24,4,1,80,1,14,3,3,14,10,6,11,곽지운
1288,35,Y,많음,880,판매,12,4,기타,1,1667,4,남자,36,3,2,영업사원,4,미혼,4581,10414,3,Y,Y,24,4,1,80,0,13,2,4,11,9,6,7,손호하
1289,38,N,많음,1189,연구개발,1,3,생명과학,1,1668,4,남자,90,3,2,분석가,4,결혼,4735,9867,7,Y,N,15,3,4,80,2,19,4,4,13,11,2,9,민웅하
1290,29,N,적음,991,판매,5,3,의학,1,1669,1,남자,43,2,2,영업사원,2,이혼,4187,3356,1,Y,Y,13,3,2,80,1,10,3,2,10,0,0,9,이성원
1291,33,N,적음,392,판매,2,4,의학,1,1670,4,남자,93,3,2,영업사원,4,이혼,5505,3921,1,Y,N,14,3,3,80,2,6,5,3,6,2,0,4,이용영
1292,32,N,적음,977,연구개발,2,3,의학,1,1671,4,남자,45,3,2,분석가,2,이혼,5470,25518,0,Y,N,13,3,3,80,2,10,4,2,9,5,1,6,허승석
1293,49,N,적음,809,연구개발,1,3,생명과학,1,1677,3,남자,36,3,4,매니저,3,미혼,15379,22384,4,Y,N,14,3,1,80,0,23,2,3,8,7,0,0,황재지
1294,41,N,적음,1206,판매,23,2,생명과학,1,1678,4,남자,80,3,3,영업사원,3,미혼,7082,11591,3,Y,Y,16,3,4,80,0,21,2,3,2,0,0,2,정승하
1295,20,N,적음,727,판매,9,1,생명과학,1,1680,4,남자,54,3,1,영업 담당자,1,미혼,2728,21082,1,Y,N,11,3,1,80,0,2,3,3,2,2,0,2,김호래
1296,36,N,적음,1351,연구개발,26,4,생명과학,1,1682,1,남자,80,3,2,의료 담당자,3,결혼,5347,7419,6,Y,N,14,3,2,80,2,10,2,2,3,2,0,2,최지지
1297,23,Y,적음,1320,연구개발,8,1,의학,1,1684,4,남자,93,2,1,연구원,3,미혼,3989,20586,1,Y,Y,11,3,1,80,0,5,2,3,5,4,1,2,강도원
1298,53,N,적음,1395,연구개발,24,4,의학,1,1689,2,남자,48,4,3,의료 담당자,4,결혼,7005,3458,3,Y,N,15,3,3,80,0,11,2,3,4,3,1,2,김성창
1299,32,Y,적음,1259,연구개발,2,4,생명과학,1,1692,4,남자,95,3,1,연구원,2,미혼,1393,24852,1,Y,N,12,3,1,80,0,1,2,3,1,0,0,0,강승하
1300,26,N,없음,786,연구개발,7,3,의학,1,1693,4,남자,76,3,1,연구원,4,미혼,2570,11925,1,Y,N,20,4,3,80,0,7,5,3,7,7,5,7,정승미
1301,55,N,적음,1441,연구개발,22,3,기술학위,1,1694,1,남자,94,2,1,분석가,2,이혼,3537,23737,5,Y,N,12,3,4,80,1,8,1,3,4,2,1,2,임지하
1302,34,N,적음,1157,연구개발,5,2,의학,1,1696,2,남자,57,2,2,연구원,4,결혼,3986,11912,1,Y,N,14,3,3,80,1,15,3,4,15,10,4,13,김종옹
1303,60,N,적음,370,연구개발,1,4,의학,1,1697,3,남자,92,1,3,의료 담당자,4,이혼,10883,20467,3,Y,N,20,4,3,80,1,19,2,4,1,0,0,0,박승기
1304,33,N,적음,267,연구개발,21,3,의학,1,1698,2,남자,79,4,1,연구원,2,결혼,2028,13637,1,Y,N,18,3,4,80,3,14,6,3,14,11,2,13,이재웅
1305,37,N,많음,1278,판매,1,4,의학,1,1700,3,남자,31,1,2,영업사원,4,이혼,9525,7677,1,Y,N,14,3,3,80,2,6,2,2,6,3,1,3,이희석
1306,23,Y,적음,427,판매,7,3,생명과학,1,1702,3,남자,99,3,1,영업 담당자,4,이혼,2275,25103,1,Y,Y,21,4,2,80,1,3,2,3,3,2,0,2,오용천
1307,35,N,많음,146,연구개발,2,4,의학,1,1704,1,남자,79,2,1,분석가,4,미혼,4930,13970,0,Y,Y,14,3,3,80,0,6,2,4,5,4,1,4,김경하
1308,43,N,적음,1179,판매,2,3,의학,1,1706,4,남자,73,3,2,영업사원,4,결혼,7847,6069,1,Y,Y,17,3,1,80,1,10,3,3,10,9,8,8,류서연
1309,24,N,적음,581,연구개발,9,3,의학,1,1707,3,남자,62,4,1,분석가,3,결혼,4401,17616,1,Y,N,16,3,4,80,1,5,1,3,5,3,0,4,박효균
1310,41,N,적음,918,판매,6,3,마케팅,1,1708,4,남자,35,3,3,영업사원,3,미혼,9241,15869,1,Y,N,12,3,2,80,0,10,3,3,10,8,8,7,고성하
1311,45,N,없음,1238,연구개발,1,1,생명과학,1,1712,3,남자,74,2,3,의료 담당자,3,결혼,10748,3395,3,Y,N,23,4,4,80,1,25,3,2,23,15,14,4,유정성
1312,24,Y,적음,240,인적자원,22,1,인적자원,1,1714,4,남자,58,1,1,인적자원,3,결혼,1555,11585,1,Y,N,11,3,3,80,1,1,2,3,1,0,0,0,김도운
1313,47,Y,많음,1093,판매,9,3,생명과학,1,1716,3,남자,82,1,4,영업사원,3,결혼,12936,24164,7,Y,N,11,3,3,80,0,25,3,1,23,5,14,10,김토하
1314,26,N,적음,390,연구개발,17,4,의학,1,1718,4,남자,62,1,1,연구원,3,결혼,2305,6217,1,Y,N,15,3,3,80,3,3,3,4,3,2,0,2,채희석
1315,32,N,많음,585,연구개발,10,3,생명과학,1,1720,1,남자,56,3,1,분석가,3,결혼,3433,17360,6,Y,N,13,3,1,80,1,10,3,2,5,2,1,3,이상권
1316,31,N,적음,741,연구개발,2,4,생명과학,1,1721,2,남자,69,3,1,연구원,3,결혼,3477,18103,1,Y,N,14,3,4,80,1,6,2,4,5,2,0,3,박선준
1317,41,N,없음,552,인적자원,4,3,인적자원,1,1722,3,남자,60,1,2,인적자원,2,결혼,6430,20794,6,Y,N,19,3,2,80,1,10,4,3,3,2,1,2,정도하
1318,24,N,적음,506,연구개발,29,1,의학,1,1725,2,남자,91,3,1,연구원,1,이혼,3907,3622,1,Y,N,13,3,2,80,3,6,2,4,6,2,1,2,변태원
1319,46,N,적음,717,연구개발,13,4,생명과학,1,1727,3,남자,34,3,2,의료 담당자,2,미혼,5562,9697,6,Y,N,14,3,4,80,0,19,3,3,10,7,0,9,심성영
1320,35,N,적음,1370,연구개발,27,4,생명과학,1,1728,4,남자,49,3,2,제조 디렉터,3,결혼,6883,5151,2,Y,N,16,3,2,80,1,17,3,3,7,7,0,7,이전순
1321,30,N,적음,793,연구개발,16,1,생명과학,1,1729,2,남자,33,3,1,분석가,4,결혼,2862,3811,1,Y,N,12,3,2,80,1,10,2,2,10,0,0,8,장성운
1322,47,N,없음,543,판매,2,4,마케팅,1,1731,3,남자,87,3,2,영업사원,2,결혼,4978,3536,7,Y,N,11,3,4,80,1,4,3,1,1,0,0,0,김재수
1323,46,N,적음,1277,판매,2,3,생명과학,1,1732,3,남자,74,3,3,영업사원,4,이혼,10368,5596,4,Y,Y,12,3,2,80,1,13,5,2,10,6,0,3,한지시
1324,36,Y,적음,1456,판매,13,5,마케팅,1,1733,2,남자,96,2,2,영업사원,1,이혼,6134,8658,5,Y,Y,13,3,2,80,3,16,3,3,2,2,2,2,김이석
1325,32,Y,적음,964,판매,1,2,생명과학,1,1734,1,남자,34,1,2,영업사원,2,미혼,6735,12147,6,Y,N,15,3,2,80,0,10,2,3,0,0,0,0,임승찬
1326,39,N,없음,792,연구개발,1,3,생명과학,1,1737,4,남자,77,3,2,연구원,4,결혼,6472,8989,1,Y,Y,15,3,4,80,1,9,2,3,9,8,5,8,이연이
1327,32,N,적음,371,판매,19,3,생명과학,1,1739,4,남자,80,1,3,영업사원,3,결혼,9610,3840,3,Y,N,13,3,3,80,1,10,2,1,4,3,0,2,정성석
1328,40,N,적음,611,판매,7,4,의학,1,1740,2,남자,88,3,5,매니저,2,미혼,19833,4349,1,Y,N,14,3,2,80,0,21,3,2,21,8,12,8,곽동하
1329,24,N,많음,897,인적자원,10,3,의학,1,1746,1,남자,59,3,1,인적자원,4,결혼,2145,2097,0,Y,N,14,3,4,80,1,3,2,3,2,2,2,1,안혀재
1330,31,N,적음,1003,판매,5,3,기술학위,1,1749,1,남자,51,3,2,영업사원,3,결혼,8346,20943,1,Y,N,19,3,3,80,1,6,3,3,5,2,0,2,이준연
1331,29,N,많음,461,연구개발,1,3,생명과학,1,1753,4,남자,70,4,2,의료 담당자,3,미혼,6294,23060,8,Y,Y,12,3,4,80,0,10,5,4,3,2,0,2,노미주
1332,30,N,적음,979,판매,15,2,마케팅,1,1754,3,남자,94,2,3,영업사원,1,이혼,7140,3088,2,Y,N,11,3,1,80,1,12,2,3,7,7,1,7,이낙지
1333,34,N,적음,181,연구개발,2,4,의학,1,1755,4,남자,97,4,1,분석가,4,결혼,2932,5586,0,Y,Y,14,3,1,80,3,6,3,3,5,0,1,2,최이하
1334,31,Y,적음,1079,판매,16,4,마케팅,1,1761,1,남자,70,3,3,영업사원,3,결혼,8161,19002,2,Y,N,13,3,1,80,3,10,2,3,1,0,0,0,최재지
1335,30,N,적음,305,연구개발,16,3,생명과학,1,1763,3,남자,58,4,2,의료 담당자,3,결혼,5294,9128,3,Y,N,16,3,3,80,1,10,3,3,7,0,1,7,정상우
1336,32,N,없음,953,연구개발,5,4,기술학위,1,1764,2,남자,65,3,1,분석가,2,미혼,2718,17674,2,Y,N,14,3,2,80,0,12,3,3,7,7,0,7,문재하
1337,38,N,적음,833,연구개발,18,3,의학,1,1766,2,남자,60,1,2,의료 담당자,4,결혼,5811,24539,3,Y,Y,16,3,3,80,1,15,2,3,1,0,1,0,김성관
1338,43,Y,많음,807,연구개발,17,3,기술학위,1,1767,3,남자,38,2,1,분석가,3,결혼,2437,15587,9,Y,Y,16,3,4,80,1,6,4,3,1,0,0,0,곽정비
1339,42,N,적음,855,연구개발,12,3,의학,1,1768,2,남자,57,3,1,연구원,2,이혼,2766,8952,8,Y,N,22,4,2,80,3,7,6,2,5,3,0,4,임지미
1340,55,N,적음,478,연구개발,2,3,의학,1,1770,3,남자,60,2,5,연구 디렉터,1,결혼,19038,19805,8,Y,N,12,3,2,80,3,34,2,3,1,0,0,0,김경주
1341,33,N,없음,775,연구개발,4,3,기술학위,1,1771,4,남자,90,3,2,분석가,2,이혼,3055,6194,5,Y,N,15,3,4,80,2,11,2,2,9,8,1,7,김승재
1342,41,N,적음,548,연구개발,9,4,생명과학,1,1772,3,남자,94,3,1,연구원,1,이혼,2289,20520,1,Y,N,20,4,2,80,2,5,2,3,5,3,0,4,박혀상
1343,34,N,없음,1375,판매,10,3,생명과학,1,1774,4,남자,87,3,2,영업사원,3,이혼,4001,12313,1,Y,Y,14,3,3,80,1,15,3,3,15,14,0,7,구원섭
1344,43,N,적음,244,인적자원,2,3,생명과학,1,1778,2,남자,97,3,1,인적자원,4,미혼,3539,5033,0,Y,N,13,3,2,80,0,10,5,3,9,7,1,8,이유영
1345,21,Y,적음,337,판매,7,1,마케팅,1,1780,2,남자,31,3,1,영업 담당자,2,미혼,2679,4567,1,Y,N,13,3,2,80,0,1,3,3,1,0,1,0,김종수
1346,37,N,적음,589,판매,9,2,마케팅,1,1787,2,남자,46,2,2,영업사원,2,결혼,4189,8800,1,Y,N,14,3,1,80,2,5,2,3,5,2,0,3,안지하
1347,46,N,적음,734,연구개발,2,4,의학,1,1789,3,남자,46,3,5,연구 디렉터,4,이혼,19328,14218,7,Y,Y,17,3,3,80,1,24,3,3,2,1,2,2,조예정
1348,36,N,적음,1383,연구개발,10,3,생명과학,1,1790,4,남자,90,3,3,의료 담당자,1,결혼,8321,25949,7,Y,Y,13,3,4,80,1,15,1,3,12,8,5,7,김재우
1349,44,Y,많음,429,연구개발,1,2,의학,1,1792,3,남자,99,3,1,분석가,2,이혼,2342,11092,1,Y,Y,12,3,3,80,3,6,2,2,5,3,2,3,장성규
1350,37,N,적음,1239,인적자원,8,2,기타,1,1794,3,남자,89,3,2,인적자원,2,이혼,4071,12832,2,Y,N,13,3,3,80,0,19,4,2,10,0,4,7,김관미
1351,35,Y,적음,303,판매,27,3,생명과학,1,1797,3,남자,84,3,2,영업사원,4,미혼,5813,13492,1,Y,Y,18,3,4,80,0,10,2,3,10,7,7,7,이준하
1352,33,N,적음,867,연구개발,8,4,생명과학,1,1798,4,남자,90,4,1,분석가,1,결혼,3143,6076,6,Y,N,19,3,2,80,1,14,1,3,10,8,7,6,이동창
1353,28,N,적음,1181,연구개발,1,3,생명과학,1,1799,3,남자,82,3,1,분석가,4,결혼,2044,5531,1,Y,N,11,3,3,80,1,5,6,4,5,3,0,3,이의하
1354,39,N,적음,1253,연구개발,10,1,의학,1,1800,3,남자,65,3,3,연구 디렉터,3,미혼,13464,7914,7,Y,N,21,4,3,80,0,9,3,3,4,3,2,2,임전준
1355,46,N,없음,849,판매,26,2,생명과학,1,1801,2,남자,98,2,2,영업사원,2,미혼,7991,25166,8,Y,N,15,3,3,80,0,6,3,3,2,2,2,2,신전보
1356,42,N,적음,1128,연구개발,13,3,의학,1,1803,2,남자,95,4,2,의료 담당자,1,결혼,5538,5696,5,Y,N,18,3,3,80,2,10,2,2,0,0,0,0,이문지
1357,35,N,없음,1180,연구개발,2,2,의학,1,1804,2,남자,90,3,2,제조 디렉터,4,이혼,5762,24442,2,Y,N,14,3,3,80,1,15,6,3,7,7,1,7,권창천
1358,38,N,없음,1336,인적자원,2,3,인적자원,1,1805,1,남자,100,3,1,인적자원,2,이혼,2592,7129,5,Y,N,13,3,4,80,3,13,3,3,11,10,3,8,백남영
1359,34,Y,많음,234,연구개발,9,4,생명과학,1,1807,4,남자,93,3,2,연구원,1,결혼,5346,6208,4,Y,N,17,3,3,80,1,11,3,2,7,1,0,7,임종하
1360,37,Y,적음,370,연구개발,10,4,의학,1,1809,4,남자,58,3,2,제조 디렉터,1,미혼,4213,4992,1,Y,N,15,3,2,80,0,10,4,1,10,3,0,8,안세하
1361,39,N,많음,766,판매,20,3,생명과학,1,1812,3,남자,83,3,2,영업사원,4,이혼,4127,19188,2,Y,N,18,3,4,80,1,7,6,3,2,1,2,2,노승규
1362,43,N,없음,343,연구개발,9,3,생명과학,1,1813,1,남자,52,3,1,분석가,3,미혼,2438,24978,4,Y,N,13,3,3,80,0,7,2,2,3,2,1,2,홍준하
1363,41,N,적음,447,연구개발,5,3,생명과학,1,1814,2,남자,85,4,2,의료 담당자,2,미혼,6870,15530,3,Y,N,12,3,1,80,0,11,3,1,3,2,1,2,윤요하
1364,34,N,적음,810,판매,8,2,기술학위,1,1823,2,남자,92,4,2,영업사원,3,결혼,6799,22128,1,Y,N,21,4,3,80,2,10,5,3,10,8,4,8,한혀하
1365,58,N,없음,350,판매,2,3,의학,1,1824,2,남자,52,3,4,매니저,2,이혼,16291,22577,4,Y,N,22,4,4,80,1,37,0,2,16,9,14,14,최준미
1366,35,N,적음,185,연구개발,23,4,의학,1,1826,2,남자,91,1,1,연구원,3,결혼,2705,9696,0,Y,N,16,3,2,80,1,6,2,4,5,4,0,3,김겅서
1367,26,N,적음,572,판매,10,3,의학,1,1836,3,남자,46,3,2,영업사원,4,미혼,4684,9125,1,Y,N,13,3,1,80,0,5,4,3,5,3,1,2,황긍하
1368,58,N,많음,1216,연구개발,15,4,생명과학,1,1837,1,남자,87,3,4,연구 디렉터,3,결혼,15787,21624,2,Y,Y,14,3,2,80,0,23,3,3,2,2,2,2,박긍규
1369,31,Y,적음,359,인적자원,18,5,인적자원,1,1842,4,남자,89,4,1,인적자원,1,결혼,2956,21495,0,Y,N,17,3,3,80,0,2,4,3,1,0,0,0,김승운
1370,29,Y,적음,350,인적자원,13,3,인적자원,1,1844,1,남자,56,2,1,인적자원,1,이혼,2335,3157,4,Y,Y,15,3,4,80,3,4,3,3,2,2,2,0,윤성원
1371,43,N,많음,1422,판매,2,4,생명과학,1,1849,1,남자,92,3,2,영업사원,4,결혼,5675,19246,1,Y,N,20,4,3,80,1,7,5,3,7,7,7,7,임가구
1372,29,N,많음,574,연구개발,20,1,의학,1,1852,4,남자,40,3,1,연구원,4,결혼,3812,7003,1,Y,N,13,3,2,80,0,11,3,4,11,8,3,10,주지우
1373,32,N,많음,1318,판매,10,4,마케팅,1,1853,4,남자,79,3,2,영업사원,4,미혼,4648,26075,8,Y,N,13,3,3,80,0,4,2,4,0,0,0,0,최상하
1374,42,N,없음,355,연구개발,10,4,기술학위,1,1854,3,남자,38,3,1,분석가,3,결혼,2936,6161,3,Y,N,22,4,2,80,2,10,1,2,6,3,3,3,성성하
1375,46,N,적음,706,연구개발,2,2,생명과학,1,1857,4,남자,82,3,3,제조 디렉터,4,이혼,8578,19989,3,Y,N,14,3,3,80,1,12,4,2,9,8,4,7,김원완
1376,28,N,없음,280,인적자원,1,2,생명과학,1,1858,3,남자,43,3,1,인적자원,4,이혼,2706,10494,1,Y,N,15,3,2,80,1,3,2,3,3,2,2,2,이서석
1377,29,N,적음,726,연구개발,29,1,생명과학,1,1859,4,남자,93,1,2,의료 담당자,3,이혼,6384,21143,8,Y,N,17,3,4,80,2,11,3,3,7,0,1,6,이동미
1378,42,N,적음,1142,연구개발,8,3,생명과학,1,1860,4,남자,81,3,1,연구원,3,미혼,3968,13624,4,Y,N,13,3,4,80,0,8,3,3,0,0,0,0,신성하
1379,32,Y,적음,414,판매,2,4,마케팅,1,1862,3,남자,82,2,2,영업사원,2,미혼,9907,26186,7,Y,Y,12,3,3,80,0,7,3,2,2,2,2,2,김지준
1380,29,N,적음,352,인적자원,6,1,의학,1,1865,4,남자,87,2,1,인적자원,2,결혼,2804,15434,1,Y,N,11,3,4,80,0,1,3,3,1,0,0,0,조벙성
1381,48,N,적음,1224,연구개발,10,3,생명과학,1,1867,4,남자,91,2,5,연구 디렉터,2,결혼,19665,13583,4,Y,N,12,3,4,80,0,29,3,3,22,10,12,9,임재비
1382,29,Y,많음,459,연구개발,24,2,생명과학,1,1868,4,남자,73,2,1,분석가,4,미혼,2439,14753,1,Y,Y,24,4,2,80,0,1,3,2,1,0,1,0,박운하
1383,39,N,적음,835,연구개발,19,4,기타,1,1871,4,남자,41,3,2,분석가,4,이혼,3902,5141,8,Y,N,14,3,2,80,3,7,2,3,2,2,2,2,이상지
1384,55,N,적음,836,연구개발,2,4,기술학위,1,1873,2,남자,98,2,1,분석가,4,결혼,2662,7975,8,Y,N,20,4,2,80,1,19,2,4,5,2,0,4,전동시
1385,30,Y,적음,945,판매,9,3,의학,1,1876,2,남자,89,3,1,영업 담당자,4,미혼,1081,16019,1,Y,N,13,3,3,80,0,1,3,2,1,0,0,0,장윤모
1386,22,Y,적음,391,연구개발,7,1,생명과학,1,1878,4,남자,75,3,1,분석가,2,미혼,2472,26092,1,Y,Y,23,4,1,80,0,1,2,3,1,0,0,0,문미주
